,Unnamed: 0,objid,u,g,r,i,z,redshift
23,32089,1237664093979541645,18.76806,17.368679999999998,16.580029999999994,16.21151,15.93295,0.2527159485714286
24,15493,1237658802575245570,18.86628,17.81271,17.23848,16.88608,16.686529999999998,0.2552411428571429
25,5823,1237655502958559500,18.31223,16.31415,15.28596,14.78995,14.389970000000002,0.25961860857142854
26,4949,1237653652376977470,19.32346,18.46089,18.0416,17.650370000000006,17.52532,0.2381871428571429
27,21495,1237661388152701026,18.79043,18.02952,17.660610000000005,17.393539999999998,17.33707,0.2639688114285715
28,47358,1237671261195600368,18.37562,17.20897,16.56789,16.217370000000006,15.974379999999998,0.2589272714285714
29,12704,1237657595151778023,19.53794,18.39312,17.947879999999994,17.556739999999998,17.46283,0.25142447714285715
30,22950,1237662195614351556,19.86044,18.398,17.56413,17.1617,16.87296,0.2605309542857143
31,1614,1237648721762713814,20.01368,18.61157,17.871570000000006,17.39951,17.12408,0.2522544742857143
32,37326,1237665535463784632,19.40001,18.31611,17.72166,17.297520000000002,17.06727,0.24694433428571433
33,17940,1237661382773702866,18.97675,17.91743,17.31844,16.91186,16.70305,0.25659382000000003
34,49351,1237667542826680438,19.52343,18.49773,17.7924,17.44363,17.22095,0.25684959714285716
35,16686,1237660584979857651,19.02488,17.868029999999994,17.30855,16.93804,16.73345,0.24661058285714288
36,42073,1237667253470036078,18.91797,18.25492,17.913729999999994,17.53353,17.56881,0.25659450857142857
37,47805,1237674651534557268,19.56423,19.14647,18.80008,18.60724,18.65789,0.21169073142857142
38,26438,1237661971719389431,19.00074,17.87756,17.3254,17.02871,16.81718,0.24713827142857142
39,30946,1237664291001991340,19.356720000000006,18.09882,17.43263,17.00296,16.78223,0.2528862028571429
40,17583,1237659162279149949,19.8623,18.64881,17.823320000000006,17.40427,17.07346,0.2535586285714286
41,48837,1237670965385756917,19.12443,17.93542,17.27574,16.82755,16.61423,0.23962685428571429
42,43306,1237668585435168787,18.81436,16.83535,15.821079999999998,15.37323,14.98543,0.25489670857142854
43,49344,1237678617430655180,19.58221,18.73701,18.28606,17.94221,17.8646,0.23320397142857147
44,16086,1237660960793952396,19.38038,17.8316,17.08547,16.63141,16.33685,0.2370368428571429
45,6491,1237655108373905488,19.49834,18.33336,17.52939,17.13326,16.8894,0.25319454571428573
46,25217,1237662238542004332,19.39223,17.8324,16.95149,16.537229999999994,16.233320000000006,0.2370368428571429
47,12478,1237657627915911260,19.41972,18.3271,17.73094,17.39977,17.1971,0.25236772
48,18999,1237661355929370764,19.22916,17.74578,16.88919,16.48095,16.14501,0.23616914857142862
49,7020,1237655473967726899,18.97263,17.61327,16.80181,16.35014,16.03831,0.24826277714285716
50,17207,1237660024524374136,18.93266,18.20069,17.55434,17.13338,16.897879999999994,0.27086133428571435
51,8360,1237654599955447922,19.4586,17.793110000000006,16.92474,16.49615,16.1933,0.2370368428571429
52,31804,1237663531332600008,19.49613,18.18615,17.51127,17.08928,16.86882,0.2504930685714286
53,36491,1237665427556466738,19.18883,18.19256,17.507279999999998,17.14291,16.85759,0.2491637914285715
54,45969,1237668315920859323,19.48958,18.29875,17.72213,17.34021,17.17403,0.24694433428571433
55,46781,1237667914880581772,19.63678,18.33332,17.63403,17.1891,16.91071,0.2571762628571429
56,27148,1237663716019208370,19.62585,18.94326,18.76115,18.54018,18.53705,0.21169073142857142
57,40952,1237667429573853329,18.62039,17.82106,17.54159,17.312520000000006,17.2482,0.2586150895238095
58,24348,1237661433242648703,19.37804,18.19593,17.57295,17.25696,17.07658,0.2504930685714286
59,14348,1237657612337676458,18.95082,17.2726,16.295939999999998,15.81662,15.44884,0.24663131714285713
60,26616,1237662199353311385,19.47837,18.64425,18.26174,17.96276,17.907420000000005,0.22758167142857147
61,14416,1237660763768488154,19.61851,18.436,17.858539999999994,17.45356,17.29324,0.25689057142857147
62,1575,1237648720160424096,19.52472,17.91455,16.9189,16.4262,16.0396,0.24536788571428578
63,47434,1237668367462564169,18.8289,17.85681,17.33942,16.99063,16.82018,0.26033160857142856
64,48667,1237674290220433416,19.17967,17.77218,16.98476,16.55198,16.29254,0.2414944285714286
65,12942,1237659119868707022,18.81159,17.80281,17.30881,16.969179999999998,16.799429999999994,0.2562629514285714
66,5520,1237655369289564364,19.55904,18.01506,17.28956,16.88861,16.59611,0.24474270285714292
67,15523,1237657402416300286,19.18792,18.27243,17.76075,17.40437,17.23907,0.25140192
68,44216,1237667539079921840,19.66509,18.89089,18.29811,17.94363,17.757479999999994,0.23620948571428574
69,44145,1237667912752431295,19.23498,18.12547,17.46047,17.10463,16.91565,0.24962537428571435
70,16030,1237658493351035051,18.32507,16.291079999999994,15.22771,14.78971,14.4334,0.25961860857142854
71,22675,1237661812809072784,19.49197,18.12778,17.38237,16.93058,16.68806,0.2504930685714286
72,44798,1237667735052550396,19.54297,18.31462,17.44625,16.97765,16.63306,0.24777116000000005
73,41405,1237667429010375195,19.19809,18.48392,18.12527,17.88265,17.876089999999994,0.23463475428571431
74,3423,1237655106764472430,19.4983,18.15682,17.40814,16.97974,16.696620000000006,0.2504930685714286
75,3593,1237651250943361233,19.24778,17.78756,17.00001,16.53772,16.21866,0.23616914857142862
76,1855,1237648722300502190,19.20366,18.12193,17.66713,17.39773,17.26309,0.2491637914285715
77,10168,1237655498134716716,18.75864,17.52092,16.87773,16.46425,16.222379999999998,0.25133671142857145
78,46673,1237667323260764303,18.79086,17.75558,17.299879999999998,16.95969,16.83022,0.2562629514285714
79,38561,1237667252940832826,19.3903,18.195,17.49929,17.07637,16.85365,0.2504930685714286
80,32689,1237662637442531611,19.08559,17.26277,16.28933,15.84637,15.49146,0.23019204000000001
81,21416,1237661387615567958,19.13302,17.86647,17.063670000000002,16.620160000000002,16.30282,0.23536446857142856
82,1103,1237651249882726495,19.43059,17.58364,16.49312,16.039179999999998,15.70019,0.22828734285714292
83,8930,1237654028717785184,19.16504,17.044420000000002,15.99101,15.56027,15.16969,0.23301014571428574
84,17689,1237661136886956251,19.7648,18.22693,17.39903,16.91969,16.6288,0.25304196857142863
85,11547,1237658204524249187,19.23907,18.44572,17.92202,17.583289999999998,17.4227,0.2460259885714286
86,23344,1237659330847244501,19.06825,18.23468,17.68767,17.30473,17.11348,0.25024200571428573
87,6430,1237655108362043523,19.34596,18.22844,17.65494,17.30345,17.106679999999994,0.25145338571428577
88,12559,1237655463778255014,19.52379,18.75478,18.30518,18.00394,17.9509,0.22571982000000004
89,7440,1237653613185204349,19.84767,18.1221,17.266270000000002,16.92608,16.62911,0.2544747857142858
90,13259,1237659146168959083,19.17719,17.68101,16.8903,16.42526,16.10171,0.2414944285714286
91,39225,1237667448885674260,18.45405,16.59013,15.50651,15.04447,14.663529999999998,0.2607375314285714
92,17078,1237660635992096927,18.6352,17.11368,16.325879999999998,15.889170000000002,15.56189,0.25160192857142855
93,45279,1237667783344063153,19.52759,18.33455,17.73191,17.37611,17.198439999999998,0.25236772
94,21362,1237661150846910665,18.72242,17.276239999999998,16.48421,16.09039,15.81414,0.25133671142857145
95,39312,1237664338243420255,18.34655,17.27439,16.68831,16.33455,16.14025,0.25935339142857144
96,26147,1237661382771998891,19.33108,18.25848,17.51875,17.130489999999998,16.872629999999994,0.2501642942857143
97,44844,1237668288549617805,18.45209,17.28976,16.637970000000006,16.28762,16.011670000000002,0.2604723142857143
98,22486,1237659163354858186,19.18558,18.2041,17.64432,17.31015,17.17861,0.25495065428571434
99,42259,1237668271373287609,19.5048,18.04467,17.257620000000006,16.800929999999994,16.49227,0.24474270285714292
100,41486,1237668299291033676,19.52776,17.88958,17.0561,16.69051,16.395979999999998,0.24536788571428578
101,36572,1237665428105527487,19.51024,18.4147,17.8476,17.47087,17.32382,0.2585668342857143
102,9698,1237656241163993494,19.46846,17.895570000000006,17.05264,16.6311,16.31889,0.24536788571428578
103,41811,1237667550881185892,19.09866,17.95175,17.37892,17.02703,16.79564,0.23773711428571428
104,3261,1237650371017834723,19.0511,17.72092,16.87432,16.44105,16.12228,0.23490001142857142
105,15724,1237660634385350716,19.22855,18.11039,17.60345,17.273120000000002,17.06917,0.24962537428571435
106,6736,1237655374647197888,18.95264,17.85679,17.28435,16.87386,16.64775,0.2523314342857143
107,14106,1237658609833410759,18.43338,17.172539999999998,16.546110000000002,16.2208,15.98604,0.2607375314285714
108,24884,1237662301900832916,19.28925,17.9874,17.32118,16.88551,16.665570000000002,0.24387500857142863
109,25156,1237661417138028573,18.60561,17.40178,16.79907,16.460279999999994,16.203310000000002,0.25610497428571427
110,41558,1237667781778735340,19.47103,18.32305,17.84809,17.57019,17.37292,0.25016274000000005
111,32154,1237664672716095697,19.4927,18.31385,17.64271,17.26355,17.01653,0.24777116000000005
112,11749,1237658203432091761,19.42027,18.35146,17.854689999999994,17.53265,17.37643,0.2552121428571429
113,4528,1237651067348058222,17.63394,16.94615,16.59242,16.16335,16.12173,0.25507253047619044
114,38090,1237667255626432633,18.38232,16.46065,15.59171,15.18235,14.85587,0.25919248857142857
115,11663,1237658203417542830,18.51377,17.82062,17.38091,16.95114,16.88349,0.2572526942857143
116,13161,1237656241708073187,19.16093,18.0375,17.37673,17.02511,16.770789999999998,0.24920028857142862
117,45085,1237668590800797852,18.861320000000006,16.75488,15.71563,15.22344,14.90042,0.2538749
118,34201,1237665180056158433,18.82831,17.44887,16.73987,16.34675,16.042360000000002,0.25463149142857144
119,42307,1237667111189414044,19.24297,18.08729,17.63861,17.29784,17.19612,0.24962537428571435
120,39866,1237667783370408031,19.34486,18.34354,17.72077,17.37796,17.14286,0.2547608542857143
121,12980,1237658206125031562,19.00153,17.509420000000002,16.630779999999998,16.16613,15.85095,0.2414381542857143
122,1000,1237651250955419812,19.11805,17.92451,17.13901,16.72015,16.48834,0.23962685428571429
123,30525,1237661463309910404,19.25667,18.20036,17.713060000000006,17.38885,17.18086,0.2471606171428572
124,29959,1237663530798416048,19.2513,17.44452,16.58413,16.22343,15.91533,0.22741964857142863
125,29423,1237662337870397804,19.81564,18.47458,17.64208,17.194860000000002,16.93056,0.26165814000000004
126,17145,1237655465396207861,18.8851,17.504,16.66437,16.253220000000002,15.97695,0.24885086285714286
127,15218,1237657776619520221,19.37552,18.20462,17.60514,17.186,16.94887,0.2504930685714286
128,14999,1237658203984167035,19.38791,18.16535,17.388460000000002,16.95383,16.64685,0.2504930685714286
129,11708,1237658203424096369,19.18581,18.49377,18.16874,17.907339999999994,17.855999999999995,0.24042161714285715
130,5494,1237651539250839600,18.37883,16.32108,15.30301,14.84614,14.496379999999998,0.25919248857142857
131,43837,1237671128589729860,18.52216,17.1371,16.39601,16.00606,15.71648,0.2530659285714286
132,44055,1237667781741904258,19.59647,18.37741,17.71049,17.33555,17.0794,0.2597041285714286
133,38356,1237665329311907885,19.26448,18.02061,17.28389,16.82441,16.55048,0.24387500857142863
134,29659,1237662524697804964,19.56133,18.41815,17.78718,17.41075,17.23976,0.25572241142857144
135,23426,1237662339472490760,19.5322,17.663,16.71161,16.30134,15.98619,0.2370368428571429
136,19974,1237661070334034184,19.50765,18.02954,17.143539999999998,16.67517,16.31481,0.24474270285714292
137,12702,1237657595151384831,19.03122,17.10499,16.12197,15.68072,15.31059,0.24170337142857143
138,38654,1237667211061493820,18.97142,17.779510000000005,17.01793,16.60691,16.32356,0.24826277714285716
139,42175,1237668270833205457,18.83501,17.23405,16.34279,15.9065,15.570570000000002,0.25463149142857144
140,29172,1237662263777558633,18.72315,17.70342,17.3396,17.03432,16.98382,0.2538468266666667
141,11959,1237657776079438112,19.70079,17.97784,17.012539999999998,16.5098,16.15331,0.24745986285714291
142,3094,1237650369414627448,19.51583,18.30713,17.69652,17.342589999999998,17.09765,0.24777116000000005
143,38549,1237667252937490486,19.21271,17.29335,16.29445,15.84772,15.51534,0.22695806571428578
144,49693,1237667782807388805,19.4399,17.45056,16.46051,16.022170000000006,15.66136,0.22828734285714292
145,29800,1237662302972936336,18.90974,16.91711,15.82932,15.33115,14.95951,0.24911608
146,47562,1237671127513891005,18.56104,16.76904,15.82036,15.34035,14.96813,0.2563701914285714
147,45958,1237668315383660753,19.22944,18.19009,17.59123,17.19615,17.00091,0.24962537428571435
148,17982,1237660343390175467,19.62619,18.63178,18.22926,17.930229999999995,17.7976,0.23025923428571432
149,16444,1237658299535917220,18.58179,17.40119,16.76884,16.367820000000002,16.12068,0.25610497428571427
150,5691,1237655106766504025,19.384870000000006,18.53792,18.12215,17.79364,17.6794,0.23596403142857145
151,48212,1237671264961298663,19.69725,18.5188,17.8103,17.401889999999998,17.19446,0.2580177571428572
152,27599,1237662266464010503,19.46984,18.49513,17.84371,17.50965,17.29111,0.25403604
153,19494,1237661086958747843,18.83706,17.296039999999998,16.46425,16.02645,15.67659,0.25463149142857144
154,44574,1237668296595603619,19.22286,17.94989,17.191760000000002,16.81401,16.582620000000002,0.2426104514285715
155,25153,1237661417137176665,18.58366,17.53942,17.05174,16.70295,16.51643,0.25610497428571427
156,34660,1237665099002216568,18.77406,17.59852,17.100089999999998,16.7326,16.599439999999998,0.25463149142857144
157,25018,1237662262699557080,18.57739,17.11451,16.382279999999998,15.98121,15.72873,0.2563701914285714
158,34329,1237665441533985019,19.59085,18.45602,17.847189999999994,17.4934,17.2356,0.2580177571428572
159,3192,1237654390568911070,19.03124,17.717670000000005,16.98069,16.57089,16.33224,0.24254192571428573
160,7550,1237655348893712475,18.68966,17.703770000000006,17.26623,16.95515,16.76591,0.2538468266666667
161,85,1237648721231413438,18.92145,17.662879999999994,16.95821,16.55782,16.31484,0.2504823228571429
162,48066,1237667537476255892,18.85176,17.760579999999994,17.23771,16.93775,16.7824,0.2552411428571429
163,21542,1237661433777291286,18.86031,17.23433,16.49086,16.17299,15.93751,0.2536096828571429
164,50046,1237668272431956109,19.21078,18.06495,17.50981,17.15253,16.95703,0.24341342571428579
165,34303,1237665441525203062,19.12027,17.77252,17.03934,16.66919,16.34344,0.23129581142857145
166,42327,1237667111724253444,19.07694,17.755110000000005,16.95809,16.54614,16.2721,0.23129581142857145
167,33685,1237664669516497036,19.12062,17.89791,17.11666,16.69599,16.40304,0.23962685428571429
168,872,1237651537649139901,19.81409,18.21079,17.34938,16.90234,16.57875,0.25304196857142863
169,13135,1237657775003402589,19.93061,17.94003,16.9766,16.55135,16.2383,0.24934960285714292
170,1926,1237651252560199838,19.09033,17.2804,16.360889999999998,15.94685,15.61164,0.23019204000000001
171,25493,1237661871874244717,18.99922,17.98111,17.48956,17.16571,16.99873,0.2507754742857143
172,1537,1237648720153673964,19.4887,17.87601,16.972170000000002,16.52478,16.14656,0.24110550000000006
173,15071,1237658204507013152,19.31622,18.1955,17.64501,17.283920000000002,17.139979999999998,0.24962537428571435
174,45444,1237671139873194086,19.26435,18.11318,17.392970000000002,17.01584,16.77928,0.24962537428571435
175,15172,1237658613594652742,19.1538,18.0028,17.52674,17.17064,16.98903,0.24580381142857144
176,10064,1237654879126421581,19.07231,17.7161,17.00008,16.60751,16.391,0.23129581142857145
177,15329,1237658916920492231,18.9095,17.735670000000006,17.06063,16.65916,16.45729,0.2504823228571429
178,43168,1237668332038848723,18.74471,16.66364,15.59631,15.1408,14.75724,0.25160192857142855
179,49833,1237680331631558985,19.28832,17.26724,16.20802,15.74405,15.36609,0.22741964857142863
180,2953,1237654399160352845,18.70998,17.71995,17.14704,16.7725,16.5485,0.2538468266666667
181,20397,1237661418207117447,18.92899,17.772129999999994,17.1505,16.7764,16.55538,0.2504823228571429
182,5861,1237655502964851253,19.55875,17.59525,16.55399,16.07829,15.71709,0.22828734285714292
183,13861,1237659161207308747,19.21628,17.233179999999994,16.14845,15.64255,15.25374,0.22741964857142863
184,20170,1237658423550542000,19.13365,17.25536,16.28267,15.84625,15.50238,0.23019204000000001
185,1218,1237651539781746821,19.2244,17.427039999999998,16.4725,16.074170000000002,15.735829999999998,0.22741964857142863
186,19544,1237661087497847036,18.69701,16.98678,16.08074,15.63381,15.27878,0.25160192857142855
187,37965,1237667781760516257,19.4323,18.37538,17.97038,17.6631,17.515420000000002,0.24358563142857145
188,7157,1237654398618763375,18.58085,17.40541,16.78405,16.426479999999998,16.226029999999998,0.25610497428571427
189,25837,1237662637980254474,19.52683,18.34536,17.508860000000002,17.05745,16.733079999999998,0.25319454571428573
190,24788,1237662300825583755,19.28329,17.7713,16.861929999999994,16.419710000000002,16.13954,0.23616914857142862
191,8190,1237655130374340864,19.21594,17.61619,16.80402,16.37313,16.0224,0.23616914857142862
192,16025,1237658493350969573,18.93688,17.41469,16.55194,16.134179999999994,15.81475,0.24885086285714286
193,43782,1237667551420285052,18.69182,17.82031,17.44378,17.13704,17.04532,0.2538468266666667
194,30056,1237662341618467027,19.64504,17.61358,16.57501,16.13474,15.80461,0.24101856000000005
195,8764,1237656567574496064,19.69335,18.89565,18.48464,18.21719,18.20671,0.2329220742857143
196,21541,1237661433776767158,18.532770000000006,17.51582,17.02223,16.71659,16.60076,0.25280071142857147
197,3693,1237654640211722322,19.16576,17.49939,16.69023,16.28816,15.99165,0.23274492857142862
198,37643,1237664852040810644,18.77401,16.72145,15.65486,15.21006,14.8333,0.25489670857142854
199,20881,1237660584983134352,19.36885,17.96402,17.136020000000002,16.66775,16.36233,0.24587128000000005
200,46035,1237667448873287777,19.48084,18.4118,17.72222,17.31235,17.10797,0.25572241142857144
201,11184,1237655370905550975,19.17398,18.12787,17.623,17.36733,17.27274,0.25495065428571434
202,39636,1237667912197341385,18.30227,16.5662,15.62962,15.21827,14.86029,0.25961860857142854
203,12665,1237657593540182279,19.39382,18.27967,17.81934,17.47916,17.303279999999994,0.24473935428571433
204,42193,1237668270839234713,19.07998,17.06256,16.05069,15.5874,15.24484,0.23045725714285714
205,22942,1237662195612385489,19.25288,18.52981,17.79372,17.44166,17.09335,0.2559819028571429
206,22489,1237659163881570424,19.59274,18.21926,17.46719,17.09244,16.78971,0.25304196857142863
207,30166,1237663783135871087,19.52187,18.1069,17.26993,16.86399,16.58742,0.2504930685714286
208,6317,1237655108912677074,19.14509,17.14819,16.12346,15.65839,15.326,0.23045725714285714
209,10714,1237654398623613047,20.03975,18.19805,17.312279999999998,16.99786,16.802329999999998,0.2544747857142858
210,33319,1237665530633126203,18.07739,16.8577,16.0683,15.60203,15.30564,0.26007945714285713
211,20692,1237661211509522629,19.57221,18.40679,17.53859,17.14723,16.83289,0.2605309542857143
212,44564,1237668296592982194,19.26112,18.11499,17.38973,16.940160000000002,16.6793,0.24962537428571435
213,44051,1237667781741052137,19.64744,18.47639,17.91825,17.54949,17.38372,0.2508754
214,5799,1237654652568404128,19.3212,17.57979,16.62828,16.213639999999998,15.84635,0.22741964857142863
215,121,1237648720174252193,19.35432,17.60771,16.59177,16.11218,15.78767,0.2394299771428572
216,11977,1237657776609493269,19.180770000000006,17.419079999999994,16.42075,15.96734,15.60358,0.23274492857142862
217,16308,1237659131676786848,18.79845,17.56281,16.91545,16.52145,16.2456,0.25463149142857144
218,14498,1237658800426451081,18.98546,18.00529,17.64143,17.30774,17.29534,0.2507754742857143
219,25399,1237661416058716233,19.52578,18.43287,17.755979999999994,17.37173,17.14627,0.25572241142857144
220,14891,1237657628984279116,17.82754,16.6475,16.070510000000002,15.68297,15.49759,0.2541943504761905
221,34804,1237665367963402380,19.36903,18.27506,17.45784,17.03913,16.812929999999998,0.2501642942857143
222,29608,1237664671639142618,19.39727,18.072470000000006,17.20756,16.786170000000002,16.53086,0.24474270285714292
223,17007,1237658298999111905,18.9402,17.95555,17.35705,16.97585,16.7663,0.25470408
224,29113,1237662263239114987,19.34973,18.349870000000006,17.76567,17.471510000000002,17.22833,0.2547608542857143
225,21015,1237661850919698499,19.63466,18.51622,17.68478,17.25261,16.98161,0.26165814000000004
226,35955,1237664131555852500,18.48305,17.41301,16.89861,16.57529,16.49215,0.2604723142857143
227,11838,1237658491213316386,19.23627,18.0346,17.40294,17.05668,16.84366,0.24387500857142863
228,9995,1237657629513613489,19.20895,18.54629,18.29102,18.0264,17.980629999999994,0.21932379428571436
229,30180,1237661959367753913,19.15771,18.05013,17.30309,16.8814,16.65203,0.24580381142857144
230,38625,1237667253463941214,19.59842,18.39161,17.76303,17.38666,17.20054,0.2597041285714286
231,46917,1237667781759860856,19.61901,18.35144,17.7314,17.33483,17.124979999999994,0.2563494371428572
232,16896,1237661069796180015,18.52387,17.008110000000002,16.19555,15.77531,15.40899,0.2530659285714286
233,32572,1237665126927564859,19.72392,19.17085,18.8114,18.55796,18.77686,0.21169073142857142
234,8940,1237654029252559011,18.57466,17.31185,16.60345,16.18338,15.87261,0.25610497428571427
235,36399,1237665180600172709,19.40461,18.13167,17.4876,17.11497,16.87878,0.2504930685714286
236,21895,1237661381702582513,19.58864,17.687170000000005,16.75386,16.36351,16.01763,0.24101856000000005
237,30510,1237661463304143053,19.36498,18.30243,17.73405,17.39217,17.19296,0.2493374685714286
238,47066,1237671142021071086,19.62807,17.80582,16.84883,16.42286,16.13036,0.24101856000000005
239,34846,1237665368506630248,19.07101,17.1358,16.17901,15.77528,15.44978,0.23045725714285714
240,33507,1237664130479751277,19.56278,18.15895,17.38289,16.95707,16.64941,0.2544747857142858
241,2450,1237650797288096106,18.90264,17.31005,16.457420000000006,15.99513,15.66823,0.24885086285714286
242,48572,1237671936580059525,18.8584,16.956970000000002,15.92878,15.48247,15.115279999999998,0.2538749
243,39021,1237667781196776030,19.24237,17.96629,17.28745,16.88964,16.65814,0.2426104514285715
244,32030,1237664093440114879,19.28668,18.79337,18.51303,18.23611,18.42694,0.21413043714285718
245,47135,1237667734494838929,19.09622,18.15133,17.74202,17.42674,17.34543,0.24228728000000002
246,10056,1237657630047076612,18.61792,17.38887,16.69781,16.31943,16.0341,0.25610497428571427
247,10410,1237657191445692569,19.099970000000006,18.11882,17.657629999999994,17.34712,17.21997,0.24475203714285718
248,19555,1237661088030720312,18.81419,17.839270000000006,17.37995,17.04489,16.890729999999998,0.2562629514285714
249,6218,1237653652917321906,19.01715,17.363970000000002,16.40059,15.93975,15.57722,0.2414381542857143
250,45482,1237667736124653670,19.59871,18.55197,17.79131,17.35633,17.18481,0.2538750657142857
251,48610,1237673308822110493,18.94415,18.08846,17.5713,17.1659,16.996029999999998,0.2617190028571429
252,2866,1237651273513762892,19.18509,18.20358,17.733,17.44574,17.2281,0.2524858971428572
253,28432,1237662662679265410,18.55984,16.99279,16.17509,15.73259,15.40303,0.2563701914285714
254,39986,1237667731267126014,19.19469,17.992729999999995,17.33085,16.93753,16.658479999999994,0.24341342571428579
255,22974,1237662196137918573,18.57248,17.33352,16.668020000000002,16.27831,16.06581,0.25610497428571427
256,25705,1237661464382210566,18.99949,17.652179999999994,16.73528,16.26054,15.93434,0.24306961428571427
257,9143,1237655463232209054,19.30134,17.879170000000006,17.123170000000002,16.72754,16.37098,0.2445001914285715
258,45005,1237667782303481969,19.12997,18.41249,18.06325,17.86289,17.88961,0.24093161999999999
259,37252,1237665533319708893,18.5174,17.1738,16.37661,15.96965,15.65255,0.2530659285714286
260,20504,1237661066017571151,19.20148,18.29493,17.7808,17.366120000000002,17.20016,0.2456150571428572
261,27770,1237661949720330347,19.29631,17.98205,17.26352,16.82865,16.582720000000002,0.24387500857142863
262,46383,1237667910053265522,19.78799,18.92163,18.57145,18.21605,18.15617,0.2163003257142857
263,8808,1237655742409933072,19.68794,17.65819,16.66337,16.26287,15.90997,0.24101856000000005
264,18225,1237660765908369565,18.57726,16.67351,15.69884,15.24778,14.92506,0.2563701914285714
265,33161,1237665128020377709,18.44452,16.93303,16.17735,15.862420000000002,15.616270000000002,0.2607375314285714
266,39298,1237664337715658859,19.20722,17.91617,17.209529999999994,16.8163,16.56488,0.24403860857142864
267,34643,1237665098465345604,19.03107,17.847179999999994,17.11385,16.63935,16.39836,0.24661058285714288
268,40367,1237665569290584368,19.81231,18.96569,18.66663,18.38425,18.30761,0.2163003257142857
269,13798,1237660670893359210,19.52088,17.85182,17.179029999999994,16.84609,16.62661,0.24110550000000006
270,41090,1237667781205360909,18.90636,17.34655,16.43231,15.98195,15.6618,0.24885086285714286
271,44703,1237670964313850011,18.49832,16.73754,15.93512,15.61441,15.35784,0.2607375314285714
272,38884,1237665565544415614,18.77849,17.777520000000006,17.32096,16.99894,16.83074,0.2562629514285714
273,47285,1237671125378728134,19.5095,18.10948,17.31839,16.89347,16.60855,0.2504930685714286
274,26482,1237661972257570923,18.46708,17.3642,16.78102,16.41159,16.18064,0.2604723142857143
275,42458,1237667736117051510,18.86329,17.74705,17.05871,16.65635,16.43035,0.2552411428571429
276,16728,1237659149385990335,19.40964,17.963079999999994,17.229870000000002,16.936729999999994,16.692510000000002,0.24347814571428578
277,19394,1237661358614446201,19.38728,18.24936,17.69655,17.33642,17.10695,0.2490602514285715
278,41733,1237667549810000086,18.66941,17.225920000000002,16.51785,16.09975,15.77218,0.25133671142857145
279,12945,1237659119871066253,19.02725,17.28171,16.355520000000002,15.95161,15.66004,0.2414381542857143
280,31766,1237664339323977859,19.44027,18.34846,17.64405,17.239420000000006,16.98029,0.25319454571428573
281,21265,1237658491207221324,18.575570000000006,17.43219,16.92748,16.581039999999998,16.3975,0.25610497428571427
282,48691,1237674366455906773,19.19723,18.14082,17.52083,17.08577,16.90486,0.2491637914285715
283,92,1237648721231872163,19.09848,17.046039999999998,16.03856,15.61579,15.28631,0.23045725714285714
284,46775,1237667914877763756,18.70586,17.94189,17.57323,17.240389999999998,17.12568,0.26028812952380953
